reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_status,screened_credit
190,PRIMARY,P0258,RG7E9FCDBEFADDF1B3,CW008F9B65867560F6BD2D,Selectivity Drives Productivity: Efficient Dataset Pruning for Enhanced Transfer Learning,RQ7,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A076280A62AFBDBDD34CC6EF4918005B331BD59B13A8AD1B599EAB4B071CD6B9,sources/P0258.pdf,PDF,99675F6FC29B7ABC6393C9737C837BDA08CFDD7F034BEDDACFC6FF2434DCE919,17507341,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
191,PRIMARY,P0267,RG2BAD4785250C261A,CW310A3E503ABBF1FC625B,Efficient Active Learning for Image Classification and Segmentation\n using a Sample Selection and Conditional Generative Adversarial Network,RQ1,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A0FAEB42133A9EF746BA47E77657EB74F63B11243309FCBBD658D313C7EBEBFA,sources/P0267.pdf,PDF,F3E7CAA8DCD01E3F406D154772B1DF4EDE32AEB5913309AE947A3A7C661B6238,1852493,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
192,PRIMARY,P0138,RGB1C4EE054F457F5A,CW287039BCBDDB8F5DCCD3,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A13B8C7370356E3235E9CD71E31E0079ECF8CEA5C255EA8E4AB1FB7A4B46F5A8,sources/P0138.pdf,PDF,8FA14663E6A9FBF33A302646198C39662412EB05B18B2823EE5C110E01DB393D,2425589,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
193,PRIMARY,P0173,RGC7F11FE79EDA608C,CWCD348492ECB262ADF9CA,Partial AUC Maximization via Nonlinear Scoring Functions,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,A20FFB73C388D29A1948F242F1EBAF869CDAE75E8C81ABB27138DA8CF1BAED3F,sources/P0173.pdf,PDF,4EE441905BAD1D160FD04738404C33E437CF1262A70FD9EC3279DC8A8B2CC255,120623,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
194,PRIMARY,P0493,RG0BE6AC1A963C79BD,CW76D855702B8D31435044,PADP: progressive and adaptive data pruning for efficient incremental learning,RQ6,RQ1;RQ2;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A23653444C9DA30D097FE36BB8F633F52783D4327BDA9A9A45996D302424EC94,sources/P0493.pdf,PDF,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,2322418,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
195,PRIMARY,P0483,RG69103EC78B06925C,CW70793D929B7407532A23,On Training Data Influence of GPT Models,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,A3BE5CDEF5497B44B5B89348C3403A12B7178249F20E53F53A6670CF0FA33976,sources/P0483.pdf,PDF,6B2FE9183271C1F7B6FB58B9E11123BC7471A1FF36B27AE659E6699B151C829C,3112806,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
196,PRIMARY,P0265,RG086B83622233D87D,CW39E4121481A4BF1A1128,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,RQ1,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A5BA988B1CB2C007CC987149095ADA7AF0C3BDAA9612FAC5417297002BF779FB,sources/P0265.pdf,PDF,CABA2E46259D3530F9F92A3C157786C5B2C75A62B5D45ABE1142789B4A8D4DC4,4495686,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
197,PRIMARY,P0297,RG83607947B67E519E,CW15FCA3F88601D45EA4D2,Adversarial Shapley Value Experience Replay for Task-Free Continual Learning.,RQ6,RQ3;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A699D74EF43DDAAF7B74E66F7FFF573C4B563166D71DEAA9BBB2E01071C8B7F9,sources/P0297.pdf,PDF,19EB92EEB67913EF11CC13F94BE9793447B8D1DCDE76E32ACC5E3F7D38542BB8,1750297,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
198,PRIMARY,P0397,RGDBAA7DBDB48A47FB,CW7AFBE9CFC8F7F9CB5657,Infusion: Shaping Model Behavior by Editing Training Data via Influence Functions,RQ7,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A752EFF4655D75E194511F581549F1A82D798FC5BE3785B96800CC0D55725872,sources/P0397.pdf,PDF,A2C749C890BAEC749B367E56D35451110E71FA130FBAD7B6F06F6A71BB65DEAC,2504488,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
199,PRIMARY,P0266,RG0B03E874F7773B58,CW86256855000A0E306E78,Enhancing Sample Selection Against Label Noise by Cutting Mislabeled Easy Examples,RQ1,RQ2;RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A84D63752BC4D18737DB65C1B9772118DB78D5EA31DD76ACBC94291B9BDEA0C1,sources/P0266.pdf,PDF,C0119F48CCF23F16BF3955B2A587D244EC23750E931265CC6E7CA4DD45917933,5429558,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
200,PRIMARY,P0119,RG83C810FF0195347F,CW1DA682DDBC16E69DD42A,SmallToLarge (S2L): Scalable Data Selection for Fine-tuning Large Language Models by Summarizing Training Trajectories of Small Models,RQ1,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,AB1C10CE9A5629E99508E06DA39C11D05D7568AC8E044D36EF51B880AF7186FC,sources/P0119.pdf,PDF,8A3E1AFB699A9FD961B22BEA7D8B8636ACACAA0DDD5AD29726AA6DA7F54B2746,972829,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
201,PRIMARY,P0404,RG577A9ED140F0DFA8,CW68E00BB5E2FA0A244633,Sample Selection Approach with Number of False Predictions for Learning with Noisy Labels,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,ABA545C193D3FC3F1841AB6A5217A3BDDF97593E89089617E71CC3573D68B4CF,sources/P0404.pdf,PDF,B0910BB0953AA9E5617E171CA6AAD883459E156BB0D089881C93C305F8DACC9D,1543097,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
202,PRIMARY,P0209,RG4624367DB03B76E0,CWD9FA234D7104680FC47E,A Robust Pneumonia Classification Approach based on Self-Paced Learning,RQ1,RQ5;RQ6,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,ABDC140A5445B8CC4B201AB49FB2BE0BD9EC45AEB51FF77F55D82FE37D320ED1,sources/P0209.pdf,PDF,C79FFA752ECCB366B7E3CB18C6256FF312A3EAA17C8D298A7ED6DAA304561821,4432307,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
203,PRIMARY,P0380,RG50A5E5A532831832,CW3EBAFBCB42F5CBC4E96C,Not All Data Matters: An End-to-End Adaptive Dataset Pruning Framework for Enhancing Model Performance and Efficiency,RQ6,RQ4;RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,ABED5408CB79E948708D71D14B37AB2ECB5BA4CAACA50C316BEB54738A99D5D2,sources/P0380.pdf,PDF,EC87BEC94614BEED856EA54388B04BF277DC2EE8CBE58CC85330C702374368C0,8896851,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
204,PRIMARY,P0144,RG2855429B4B6928E6,CW3C56597046F206267463,PASS: Peer-Agreement based Sample Selection for training with Noisy Labels,RQ1,RQ2;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,ACA5EE0B02C563853C6A6D572700E52ED9B1AD32776566DB4A47E9264E91ED5C,sources/P0144.pdf,PDF,12CF9F43299ED4E9030B37C1DA7D10346E211AECB7629DB7C9033E665636CF51,729319,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
205,PRIMARY,P0370,RG6EB3043E42C08BA8,CW03A17809C6D2DDE03410,Remember More by Recalling Less: Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),RQ8,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,ACB5CA2EF2410EEE9864B5C971673B4E810ECB0A3A6E9133E7F3907B21E6ED76,sources/P0370.pdf,PDF,5AC1F158D9074938CA9624C8262A55B90FBEBB274AD6A58166FA5985DEE2FECC,145065,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
206,PRIMARY,P0158,RG47DA0D3E18674512,CWA9091CE9B0782A2A0F65,PICore: Physics-Informed Unsupervised Coreset Selection for Data Efficient Neural Operator Training,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,AFAC9541BB64EB62C9A51CFE6F18D403AAD0BDEF2D9016976F54500B95FF956F,sources/P0158.pdf,PDF,D196DD705543C074CBCC713B9EA28B3599931D70B1A14600DD54D82CB5AB1496,3816890,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
207,PRIMARY,P0141,RGB6E5175FEF9960BD,CW4DC40E64A4D9783F809D,On the Effectiveness of Curriculum Learning in Educational Text Scoring,RQ1,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,AFB891FFA3CAD9FB450FFCB07CF233BEF0CD4CC8A2EF2AD5AD48E61201C81A68,sources/P0141.pdf,PDF,B8490C3DEACE07D1E68575C441E8F10005C4944F5A65C272421B8D36F965E8EF,244145,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
208,PRIMARY,P0040,RG861D401A7B11E2D1,CWF95DCC6B9BE8235BC3CF,BRIEF: Bi-Level Coreset Selection for Efficient Instruction Tuning in LLMs,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B041804029EB9A015A5766374A521D2D73128F39B9AE9173996232D45156085B,sources/P0040.pdf,PDF,92440AE2967B02D1E3C65258503C00913CDCB00AD06A4EF708FFC97AE2B4A746,1211396,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
209,PRIMARY,P0328,RG2608FDB90F6E9D9E,CWD5D066FBE3AD009A6B05,Density-Based Dynamic Curriculum Learning for Intent Detection,RQ1,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B24FC502E25C8E47555BDFFFE2F22EE76D507546250D19B7E79DD75ABC6430D5,sources/P0328.pdf,PDF,13181524DF8C4B076FB3765C65E72105DB1409B6807238BC8CE4C4F0402C2311,1678689,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
210,PRIMARY,P0242,RGF42CC730BDD8DD9B,CW9931898DACDCBE6274B7,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B3D1A23524DBAEA9718FBF7CD6D8828FC96845CD66A8BE022702C033649A9A00,sources/P0242.pdf,PDF,314D7A78B2256141654D7F2CE5E5481A14A24BFA358430B6D9D249271FD78C1B,523812,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
211,PRIMARY,P0337,RG5D8A3E8CDC70E4D7,CW8F81B2B5CE31BC2257E8,Dynamic Data Selection for Curriculum Learning via Ability Estimation,RQ1,RQ2;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B40CECB3D5B71925CB73D8003D61F1D78FC91AAD67C1399CDD9646555A3B3016,sources/P0337.pdf,PDF,EF4C3C0AAAA7214DFADCD97AE48D9ABA210C682D6DE84E933E901ABC12C5AA1F,376257,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
212,PRIMARY,P0362,RGCE47DA08C1BE1536,CWC451EE3B7CEFF6DC565D,Training data selection for accuracy and transferability of interatomic potentials,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B6D7B9EB88C634F5653E6C3CA5D283861EDACAD442332141B4E1B4442AC71115,sources/P0362.pdf,PDF,85FB09BBD4738EA4B983850C7C119F1F458C5F0894DF6FFAF15F6124D30CCD5C,1674580,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
213,PRIMARY,P0218,RG0E3956F4E3D3BC81,CW414BCDB305D4926D1058,Zero-Shot Coreset Selection via Iterative Subspace Sampling,RQ5,RQ3,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B77945D32BCD2EF026794111D8AE2015A0737C60F23F52781E2F8D8164A2C31A,sources/P0218.pdf,PDF,6BBC162930D602D73F2D9ADA583C22D6C6252DE119E9669BF0092718DC0B9EB6,12351128,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
214,PRIMARY,P0474,RGA715026D32D16F9D,CW88F86EF870BFBAD35193,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,RQ1,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B818AAAC060297C96A3AC1DCAEBD90B94BD8E95495817ECD6EBD3F1BBE7FC9AC,sources/P0474.pdf,PDF,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,1300391,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
215,PRIMARY,P0099,RG904A68758AC8060A,CW1AA734F966161AE0A49F,Investigating Active-Learning-Based Training Data Selection for Speech Spoofing Countermeasure,RQ7,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,B99F8F02726B34073C431880DAE10DC46DD3AB542B46F7E7FEE2D6B150D265AC,sources/P0099.pdf,PDF,7B07775ED214C0A12359AA84C1F77EBA88100CFEF1CA49C93A10771A569A7EFC,544247,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
216,PRIMARY,P0241,RG68DFFA9A635943B1,CW29490D02E230361BA5BF,Semi-Supervised Learning for Maximizing the Partial AUC,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,BA341E91CC323DA2FCE92B6A48F46E414429C3EC5DA813EA060D4CA1CDD41685,sources/P0241.pdf,PDF,A63788E19B626422F6174D7FF7474278CC41B030399D5135DAA34249CE34F6E7,706331,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
217,PRIMARY,P0498,RG32BC581910F4800D,CWDD88B17988FABB4183DF,Online hard example mining vs. fixed oversampling strategy for segmentation of new multiple sclerosis lesions from longitudinal FLAIR MRI,RQ2,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,COUNTEREVIDENCE_MINIMUM,BAC3DEF0E8953383C9DB06B674C77923AF582D72D5C0E34335BE5B417210C932,sources/P0498.pdf,PDF,BA62DBB74169F5FC633E526C7859A9391D4981D8E821DD93DFA63CF41FF8D2DE,1456899,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
218,PRIMARY,P0042,RG293C4DF454288D8C,CW2082C30BB3BA3B630709,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,RQ7,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BBA0429058A2C5ADBB105C9EBC1AA96E7A78106C2345B96F032B34E40301ED8A,sources/P0042.pdf,PDF,AFDAA6A9A9FB1D4FB26B90FD396B7F80F953AB78EC36277F208F335447B10280,2066814,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
219,PRIMARY,P0492,RG3462205DA427F42B,CW8DF30DC172BA8D110FC9,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),RQ1,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,BD501F36E58C0F533F28097A29775FCEE1CA76A9C32B964057262266A27E8317,sources/P0492.pdf,PDF,6DCBCB16E53269FE0CF8679F64C7B3571121861CF74ADB32026BBC475EF152F3,460574,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
220,PRIMARY,P0172,RGBB134DBE39ADF510,CWDF2D8DD117C507D09FD3,Improving Data Quality with Training Dynamics of Gradient Boosting Decision Trees,RQ4,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,BDD4E8445033C7443BAAC74770EBBE562613F3974B7D64A35197EC0DF4C8B7DD,sources/P0172.pdf,PDF,709D3B755F4F9581ECB25D235C4200CA2160F5DD59BEBC985031727E16208CE5,1324730,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
221,PRIMARY,P0206,RGC8C0A91993691C30,CWB7B78F6C09272641F00A,Intentional control of type I error over unconscious data distortion: a Neyman-Pearson classification approach,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,BDF19F5CA5C7F3E33B54B6753E96D45FFA290626AA6A4EACAD516A8D6F56CD6C,sources/P0206.pdf,PDF,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,1589991,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
222,PRIMARY,P0292,RG5C5851C06FA80A4C,CWDA09CAB74D000A53CD8B,Step-resolved data attribution for looped transformers,RQ8,RQ3;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,BF51728946AA488FBA2AE0309281545A11C43D1372E93FD99824EEB445406BE4,sources/P0292.pdf,PDF,F7DFD00FB9EB99E344F63FE77521860778724F81446EC5472CEAC64261230BD0,890054,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
223,PRIMARY,P0382,RG3C57306DF636CDE1,CW8B9C77CFCBDC71178463,TDSelector: A Training Data Selection Method for Cross-Project Defect Prediction,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C0E83EA51CD2DE090447C85CA2A751C3BF2EC0BC52C29A47EBF0987DDD54829A,sources/P0382.pdf,PDF,1919745A27093D4106A600CDABD659FB8B6EDA531AB334536E369190CFF3C918,513110,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
224,PRIMARY,P0303,RG0926FDC65CAFBB83,CW2629655BAA19B5AD422D,Daunce: Data Attribution through Uncertainty Estimation,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C226F4DFC5C69480004DA4151FC7CBEAFDB9DBEC0A13087749C3D0BBDD9DB8C9,sources/P0303.pdf,PDF,AD70D7703EA99729D06EC1FFCDA6427D1634C5309A485BBBEC817E019E7E9F50,3120584,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
225,PRIMARY,P0395,RGF413251412D49E35,CW370276FB2D6DE07F81D1,Self-Guided Curriculum Learning for Neural Machine Translation,RQ1,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C231D062C6A6271F008F8D4CD3AB9AFE196B1D0187D451B083E31B0ECF46F7C1,sources/P0395.pdf,PDF,5E86BE6C4770973D7B3FBD483570415A214BED37216D8DCFBE2EB56BE8A120E6,1359857,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
226,PRIMARY,P0279,RG39E7D2C2EB164929,CWE215FDB5435808058DC7,DynClean: Training Dynamics-based Label Cleaning for Distantly-Supervised Named Entity Recognition,RQ1,RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C25FDD8C0306C39F1CC519135014237207642E3602BD5C9B656BD546E980CE5A,sources/P0279.pdf,PDF,0C157EDDA2144C960BA84976973657B7BB30B8A11460D582FCF6913F7C7DD62F,1246563,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
227,PRIMARY,P0473,RG2ED0CE82003600F6,CW9E6E57C0EF88EDC70CDC,Generic and Trend-aware Curriculum Learning for Relation Extraction,RQ1,RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C27B3C04B98184A882DEA8B041D4968B9D9D76BD2CACEB5FD07BD3EB51BEB961,sources/P0473.pdf,PDF,9A7F32ACE6EA27C25B0A10BDE747F6D0E2A57B23FAF3A2C8A741E5C8680FCBF0,2022632,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
228,PRIMARY,P0261,RG77AE73B03F823EFF,CW1D9BFF4E81DD42AE93F3,Tightening Control in Neyman--Pearson Linear Classification,RQ8,RQ7,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,C43415599A788E3FB5092F1B5AF8BAB6CA6D21F1280D1B089115ED303B8040FC,sources/P0261.pdf,PDF,51EE8F3D704331CE718B314DF25891FA8A70F7C475954F63FDE897AA55DDF073,196471,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
229,PRIMARY,P0299,RG17ABC448C69B156F,CWCFE394E5B7876915C4CB,MATES: Model-Aware Data Selection for Efficient Pretraining with Data Influence Models,RQ1,RQ2;RQ3;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C4DF7C5185BA347A1715C43960FDA0652A9EFF9CE8B9C9459648235B8640481D,sources/P0299.pdf,PDF,6A8BEC90FD1BF5EB6D86D776A585D0BDEF738C12DF58F4E7F090B012FAB5BF6F,1626783,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
230,PRIMARY,P0360,RGBF6D4DFEBCE6B0AB,CW6FBAB13E0190173F4E35,"RCAP: Robust, Class-Aware, Probabilistic Dynamic Dataset Pruning",RQ1,RQ2;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C4EAD65BB21F55FB0BEF8029717181F2B27945ED37AA3D739F97628ACD12E7B7,sources/P0360.pdf,PDF,E7A78C0EF2925144C6C50F93DABDBE1EF9EA0095150D54444989C7C1A4999571,966053,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
231,PRIMARY,P0495,RG9A3B6DE1F762B631,CW7ECF36BD009643847234,Learning from Training Dynamics: Identifying Mislabeled Data beyond Manually Designed Features,RQ1,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C6121BDE30F9A55D6E6B59AD88FCF613C3A99FAA7FCFE12BCCE599A7FEFE4B0D,sources/P0495.pdf,PDF,52B62222BB7B29228D7D90BF13FD6FE3FFC636809EA3FEBCB2F892B5FBA043A7,919161,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
232,PRIMARY,P0150,RGFD39318508B5326A,CWECA525EC68D904FEBAC4,Data-Efficient Training by Evolved Sampling,RQ1,RQ2;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C6E247FFD8BFE6E11A86AA6A5DFF5988B8F9AA8E7CBCAFBB34EB20495FD71CA7,sources/P0150.pdf,PDF,B5E21EFBDEEC987A2EC304943F6753221AC5828275E648561CE6EB58C22EEF44,2253248,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
233,PRIMARY,P0135,RGB86125EC3F244E8D,CW2FDE41B709B89E186E8F,MODE: Multi-Objective Adaptive Coreset Selection,RQ5,RQ2;RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C7F6F535B32FD93B749195B844B7C72EA1535CB7F49A6226D7549113D42DE697,sources/P0135.pdf,PDF,6D0D2302D2D6B67474C0A9900105126FBC5FAFD24338062AD509D94B8D7E8477,2125525,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
234,PRIMARY,P0482,RG5E359FEAABA234FA,CWFCDD65CD0293026BF95C,Witches' Brew: Industrial Scale Data Poisoning via Gradient Matching,RQ5,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C7FBA61B19FAE754F3EF50E50196E85AA4DFAAA7600CB3DCF25E25A22F016920,sources/P0482.pdf,PDF,C6AD98659F5DF58B106FA391ED9E0ABE57448627AF80131A353E193860EEC625,4896609,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
235,PRIMARY,P0063,RG59238E96B008672F,CWD64B18B9EF5A79157B03,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,RQ7,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,C82B82A1B4D0A3AC9F297D3D583370919D65B162686569441EB5354FF656886D,sources/P0063.pdf,PDF,BF5F31EDA53A965F85D73ABA7517B0D6B4A8739E23D4D348412AA2EC23B17239,379661,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
236,PRIMARY,P0330,RG2BD0F59797B19AD4,CW2EBAF96ECC5893159078,ELFS: Label-Free Coreset Selection with Proxy Training Dynamics,RQ1,RQ4;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,C916D7A1301C16DA5F40B59A4AF8535B08520A287F87E672E52ECC3A68952EB5,sources/P0330.pdf,PDF,A0C45F2C823A821C2D077F3CFEE9594E586EE1F80D97A8FD0DD4BB6A75CE6813,5168440,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
